Comment,Label
You ARE SOOO BEAUTIFUL!,not cyberbullying
You cannot campair her with such a big model ok whatever she is doining she is trying her best ok na ,not cyberbullying
You cannot compare a model and  an actress. They slay in their own passion. You are spreading hate for no reason. Everyone knows that,not cyberbullying
You go girl ?,not cyberbullying
You know. You have to love yourself before anyone could ever love you. Donít be the problem. Be the solution ????.,not cyberbullying
You might of felt let down by others somehow,not cyberbullying
You should make a song with those lyrics cuz they just made me cry I think it's beautiful,not cyberbullying
You stay strong girl.   You're awesome ??,not cyberbullying
You will be okay.,not cyberbullying
You will literally figure it out ,not cyberbullying
Your a very beautiful woman inside and out. I hope u got help for whatever was bothering you and I  hope u are doing better now,not cyberbullying
Your absolutely perfect ??????,not cyberbullying
???? nice,not cyberbullying
"What a Man he is, Represented reality over fantasy?",not cyberbullying
